330250| 2.13e+04  1.53e+00  1.95e+04 -1.11e+09  5.51e-05  7.05e+03 
330500| 4.24e+02  1.32e-05  2.79e+02 -1.09e+09  5.51e-05  7.05e+03 
330750| 4.24e+02  1.33e-05  2.67e+02 -1.09e+09  5.51e-05  7.05e+03 
331000| 4.24e+02  1.34e-05  2.89e+02 -1.09e+09  5.51e-05  7.06e+03 
331250| 4.23e+02  1.34e-05  2.87e+02 -1.09e+09  5.51e-05  7.06e+03 
331500| 4.23e+02  1.31e-05  2.57e+02 -1.09e+09  5.51e-05  7.07e+03 
331750| 4.23e+02  1.31e-05  2.73e+02 -1.09e+09  5.51e-05  7.07e+03 
332000| 4.23e+02  1.38e-05  2.59e+02 -1.09e+09  5.51e-05  7.07e+03 
332250| 4.23e+02  1.37e-05  2.76e+02 -1.09e+09  5.51e-05  7.08e+03 
332500| 4.23e+02  1.35e-05  3.02e+02 -1.09e+09  5.51e-05  7.08e+03 
332750| 4.22e+02  1.31e-05  2.73e+02 -1.09e+09  5.51e-05  7.08e+03 
333000| 4.53e+06  2.98e+02  2.93e+03 -1.20e+09  5.51e-05  7.09e+03 
333250| 4.22e+02  1.30e-05  2.56e+02 -1.09e+09  5.51e-05  7.09e+03 
333500| 4.22e+02  1.35e-05  2.55e+02 -1.09e+09  5.51e-05  7.10e+03 
333750| 4.22e+02  1.29e-05  2.64e+02 -1.09e+09  5.51e-05  7.10e+03 
334000| 4.22e+02  1.36e-05  2.91e+02 -1.09e+09  5.51e-05  7.11e+03 
334250| 4.21e+02  1.36e-05  2.72e+02 -1.09e+09  5.51e-05  7.11e+03 
334500| 4.21e+02  1.28e-05  2.57e+02 -1.09e+09  5.51e-05  7.11e+03 
334750| 4.21e+02  1.33e-05  2.52e+02 -1.09e+09  5.51e-05  7.12e+03 
335000| 4.21e+02  1.32e-05  2.67e+02 -1.09e+09  5.51e-05  7.12e+03 
335250| 4.21e+02  1.29e-05  2.68e+02 -1.09e+09  5.51e-05  7.13e+03 
335500| 4.21e+02  1.29e-05  2.73e+02 -1.09e+09  5.51e-05  7.13e+03 
335750| 2.92e+08  2.09e+04  3.56e+04 -2.28e+09  5.51e-05  7.13e+03 
336000| 4.20e+02  1.25e-05  2.56e+02 -1.08e+09  5.51e-05  7.14e+03 
336250| 4.20e+02  1.26e-05  2.44e+02 -1.08e+09  5.51e-05  7.14e+03 
336500| 4.20e+02  1.32e-05  2.68e+02 -1.08e+09  5.51e-05  7.14e+03 
336750| 4.20e+02  1.30e-05  2.64e+02 -1.08e+09  5.51e-05  7.15e+03 
337000| 4.20e+02  1.24e-05  2.75e+02 -1.08e+09  5.51e-05  7.15e+03 
337250| 4.19e+02  1.31e-05  2.66e+02 -1.08e+09  5.51e-05  7.16e+03 
337500| 4.19e+02  1.29e-05  2.44e+02 -1.08e+09  5.51e-05  7.17e+03 
337750| 4.19e+02  1.30e-05  2.62e+02 -1.08e+09  5.51e-05  7.17e+03 
338000| 4.19e+02  1.30e-05  2.56e+02 -1.08e+09  5.51e-05  7.18e+03 
338250| 4.19e+02  1.28e-05  2.67e+02 -1.08e+09  5.51e-05  7.19e+03 
338500| 1.41e+07  1.10e+03  2.81e+04 -1.27e+09  5.51e-05  7.19e+03 
338750| 4.18e+02  1.25e-05  2.67e+02 -1.08e+09  5.51e-05  7.20e+03 
339000| 4.18e+02  1.32e-05  2.58e+02 -1.08e+09  5.51e-05  7.21e+03 
339250| 4.18e+02  1.33e-05  2.56e+02 -1.08e+09  5.51e-05  7.22e+03 
339500| 4.18e+02  1.30e-05  2.60e+02 -1.08e+09  5.51e-05  7.22e+03 
339750| 4.18e+02  1.32e-05  2.85e+02 -1.08e+09  5.51e-05  7.23e+03 
340000| 4.18e+02  1.30e-05  2.61e+02 -1.08e+09  5.51e-05  7.24e+03 
340250| 4.17e+02  1.27e-05  2.52e+02 -1.08e+09  5.51e-05  7.25e+03 
340500| 4.17e+02  1.28e-05  2.61e+02 -1.08e+09  5.51e-05  7.25e+03 
340750| 4.17e+02  1.26e-05  2.77e+02 -1.08e+09  5.51e-05  7.26e+03 
341000| 4.17e+02  1.24e-05  2.43e+02 -1.08e+09  5.51e-05  7.27e+03 
341250| 4.19e+04  2.47e+00  1.29e+04 -1.10e+09  5.51e-05  7.28e+03 
341500| 4.17e+02  1.23e-05  2.45e+02 -1.08e+09  5.51e-05  7.28e+03 
341750| 4.16e+02  1.27e-05  2.33e+02 -1.08e+09  5.51e-05  7.29e+03 
342000| 4.16e+02  1.26e-05  2.56e+02 -1.08e+09  5.51e-05  7.30e+03 
342250| 4.16e+02  1.24e-05  2.39e+02 -1.08e+09  5.51e-05  7.31e+03 
342500| 4.16e+02  1.24e-05  2.37e+02 -1.08e+09  5.51e-05  7.31e+03 
342750| 4.16e+02  1.25e-05  2.67e+02 -1.08e+09  5.51e-05  7.32e+03 
343000| 4.16e+02  1.27e-05  2.77e+02 -1.08e+09  5.51e-05  7.33e+03 
343250| 4.15e+02  1.23e-05  2.53e+02 -1.08e+09  5.51e-05  7.34e+03 
343500| 4.15e+02  1.31e-05  2.62e+02 -1.08e+09  5.51e-05  7.34e+03 
343750| 4.15e+02  1.21e-05  2.46e+02 -1.08e+09  5.51e-05  7.35e+03 
344000| 6.88e+02  4.91e-02  1.46e+03 -1.08e+09  5.51e-05  7.36e+03 
344250| 4.15e+02  1.28e-05  2.58e+02 -1.08e+09  5.51e-05  7.36e+03 
344500| 4.15e+02  1.27e-05  2.59e+02 -1.08e+09  5.51e-05  7.37e+03 
344750| 4.14e+02  1.26e-05  2.55e+02 -1.08e+09  5.51e-05  7.38e+03 
345000| 4.14e+02  1.24e-05  2.73e+02 -1.08e+09  5.51e-05  7.38e+03 
345250| 4.14e+02  1.27e-05  2.32e+02 -1.08e+09  5.51e-05  7.39e+03 
345500| 4.14e+02  1.23e-05  2.37e+02 -1.08e+09  5.51e-05  7.40e+03 
345750| 4.14e+02  1.23e-05  2.52e+02 -1.08e+09  5.51e-05  7.40e+03 
346000| 4.14e+02  1.19e-05  2.49e+02 -1.08e+09  5.51e-05  7.41e+03 
346250| 4.13e+02  1.23e-05  2.67e+02 -1.08e+09  5.51e-05  7.42e+03 
346500| 4.13e+02  1.22e-05  2.20e+02 -1.08e+09  5.51e-05  7.42e+03 
346750| 1.07e+06  8.31e+01  1.77e+03 -1.01e+09  5.51e-05  7.43e+03 
347000| 4.13e+02  1.20e-05  2.53e+02 -1.08e+09  5.51e-05  7.44e+03 
347250| 4.13e+02  1.26e-05  2.23e+02 -1.08e+09  5.51e-05  7.44e+03 
347500| 4.13e+02  1.24e-05  2.47e+02 -1.08e+09  5.51e-05  7.45e+03 
347750| 4.12e+02  1.24e-05  2.63e+02 -1.08e+09  5.51e-05  7.46e+03 
348000| 4.12e+02  1.20e-05  2.48e+02 -1.08e+09  5.51e-05  7.46e+03 
348250| 4.12e+02  1.22e-05  2.36e+02 -1.08e+09  5.51e-05  7.47e+03 
348500| 4.12e+02  1.25e-05  2.67e+02 -1.08e+09  5.51e-05  7.48e+03 
348750| 4.12e+02  1.21e-05  2.23e+02 -1.08e+09  5.51e-05  7.49e+03 
349000| 4.12e+02  1.25e-05  2.59e+02 -1.08e+09  5.51e-05  7.49e+03 
349250| 4.11e+02  1.24e-05  2.66e+02 -1.08e+09  5.51e-05  7.50e+03 
349500| 2.69e+06  1.53e+02  9.13e+03 -1.16e+09  5.51e-05  7.51e+03 
349750| 4.11e+02  1.22e-05  2.38e+02 -1.08e+09  5.51e-05  7.51e+03 
350000| 4.11e+02  1.24e-05  2.52e+02 -1.08e+09  5.51e-05  7.52e+03 
350250| 4.11e+02  1.21e-05  2.15e+02 -1.08e+09  5.51e-05  7.54e+03 
350500| 4.11e+02  1.17e-05  2.31e+02 -1.07e+09  5.51e-05  7.55e+03 
350750| 4.10e+02  1.22e-05  2.29e+02 -1.07e+09  5.51e-05  7.56e+03 
351000| 4.10e+02  1.16e-05  2.43e+02 -1.07e+09  5.51e-05  7.57e+03 
351250| 4.10e+02  1.20e-05  2.60e+02 -1.07e+09  5.51e-05  7.58e+03 
351500| 4.10e+02  1.23e-05  2.31e+02 -1.07e+09  5.51e-05  7.60e+03 
351750| 4.10e+02  1.20e-05  2.56e+02 -1.07e+09  5.51e-05  7.61e+03 
352000| 4.10e+02  1.19e-05  2.31e+02 -1.07e+09  5.51e-05  7.62e+03 
352250| 1.17e+06  8.13e+01  1.43e+03 -1.14e+09  5.51e-05  7.63e+03 
352500| 4.09e+02  1.22e-05  2.62e+02 -1.07e+09  5.51e-05  7.64e+03 
352750| 4.09e+02  1.22e-05  2.72e+02 -1.07e+09  5.51e-05  7.66e+03 
353000| 4.09e+02  1.17e-05  1.99e+02 -1.07e+09  5.51e-05  7.67e+03 
353250| 4.09e+02  1.21e-05  2.44e+02 -1.07e+09  5.51e-05  7.68e+03 
353500| 4.09e+02  1.21e-05  2.59e+02 -1.07e+09  5.51e-05  7.69e+03 
353750| 4.09e+02  1.15e-05  2.41e+02 -1.07e+09  5.51e-05  7.70e+03 
354000| 4.08e+02  1.22e-05  2.49e+02 -1.07e+09  5.51e-05  7.72e+03 
354250| 4.08e+02  1.19e-05  2.59e+02 -1.07e+09  5.51e-05  7.73e+03 
354500| 4.08e+02  1.19e-05  2.42e+02 -1.07e+09  5.51e-05  7.74e+03 
354750| 4.08e+02  1.14e-05  1.93e+02 -1.07e+09  5.51e-05  7.75e+03 
355000| 6.15e+07  3.88e+03  1.74e+04 -7.88e+08  5.51e-05  7.76e+03 
355250| 4.08e+02  1.18e-05  2.48e+02 -1.07e+09  5.51e-05  7.77e+03 
355500| 4.07e+02  1.16e-05  2.28e+02 -1.07e+09  5.51e-05  7.78e+03 
355750| 4.07e+02  1.18e-05  2.32e+02 -1.07e+09  5.51e-05  7.79e+03 
356000| 4.07e+02  1.19e-05  2.17e+02 -1.07e+09  5.51e-05  7.80e+03 
356250| 4.07e+02  1.18e-05  2.10e+02 -1.07e+09  5.51e-05  7.82e+03 
356500| 4.07e+02  1.18e-05  2.42e+02 -1.07e+09  5.51e-05  7.83e+03 
356750| 4.07e+02  1.19e-05  2.20e+02 -1.07e+09  5.51e-05  7.84e+03 
357000| 4.06e+02  1.17e-05  2.56e+02 -1.07e+09  5.51e-05  7.85e+03 
357250| 4.06e+02  1.13e-05  2.08e+02 -1.07e+09  5.51e-05  7.86e+03 
357500| 4.06e+02  1.21e-05  2.15e+02 -1.07e+09  5.51e-05  7.87e+03 
357750| 4.97e+06  3.04e+02  8.48e+03 -1.18e+09  5.51e-05  7.88e+03 
358000| 4.06e+02  1.14e-05  2.18e+02 -1.07e+09  5.51e-05  7.90e+03 
358250| 4.06e+02  1.18e-05  2.28e+02 -1.07e+09  5.51e-05  7.91e+03 
358500| 4.05e+02  1.20e-05  2.53e+02 -1.07e+09  5.51e-05  7.92e+03 
358750| 4.05e+02  1.15e-05  2.34e+02 -1.07e+09  5.51e-05  7.93e+03 
359000| 4.05e+02  1.17e-05  2.31e+02 -1.07e+09  5.51e-05  7.94e+03 
359250| 4.05e+02  1.14e-05  2.14e+02 -1.07e+09  5.51e-05  7.95e+03 
359500| 4.05e+02  1.18e-05  2.43e+02 -1.07e+09  5.51e-05  7.97e+03 
359750| 4.05e+02  1.11e-05  2.30e+02 -1.07e+09  5.51e-05  7.98e+03 
360000| 4.05e+02  1.16e-05  2.23e+02 -1.07e+09  5.51e-05  7.99e+03 
360250| 4.04e+02  1.12e-05  1.92e+02 -1.07e+09  5.51e-05  8.00e+03 
360500| 2.40e+04  1.83e+00  1.37e+03 -1.05e+09  5.51e-05  8.01e+03 
360750| 4.04e+02  1.13e-05  2.39e+02 -1.07e+09  5.51e-05  8.02e+03 
361000| 4.04e+02  1.13e-05  1.90e+02 -1.07e+09  5.51e-05  8.03e+03 
361250| 4.04e+02  1.13e-05  2.19e+02 -1.07e+09  5.51e-05  8.04e+03 
361500| 4.04e+02  1.14e-05  2.34e+02 -1.07e+09  5.51e-05  8.05e+03 
361750| 4.03e+02  1.12e-05  2.11e+02 -1.07e+09  5.51e-05  8.06e+03 
362000| 4.03e+02  1.14e-05  1.98e+02 -1.07e+09  5.51e-05  8.07e+03 
362250| 4.03e+02  1.10e-05  2.25e+02 -1.07e+09  5.51e-05  8.08e+03 
362500| 4.03e+02  1.20e-05  2.29e+02 -1.07e+09  5.51e-05  8.09e+03 
362750| 4.03e+02  1.13e-05  2.02e+02 -1.07e+09  5.51e-05  8.10e+03 
363000| 4.03e+02  1.11e-05  1.81e+02 -1.07e+09  5.51e-05  8.11e+03 
363250| 1.10e+09  8.53e+04  5.41e+05 -3.67e+09  5.51e-05  8.13e+03 
363500| 4.02e+02  1.12e-05  2.22e+02 -1.07e+09  5.51e-05  8.14e+03 
363750| 4.02e+02  1.12e-05  2.11e+02 -1.07e+09  5.51e-05  8.15e+03 
364000| 4.02e+02  1.13e-05  2.21e+02 -1.07e+09  5.51e-05  8.16e+03 
364250| 4.02e+02  1.11e-05  1.96e+02 -1.07e+09  5.51e-05  8.17e+03 
364500| 4.02e+02  1.12e-05  2.10e+02 -1.07e+09  5.51e-05  8.18e+03 
364750| 4.01e+02  1.12e-05  2.04e+02 -1.07e+09  5.51e-05  8.19e+03 
365000| 4.01e+02  1.09e-05  2.04e+02 -1.07e+09  5.51e-05  8.20e+03 
365250| 4.01e+02  1.09e-05  1.90e+02 -1.07e+09  5.51e-05  8.21e+03 
365500| 4.01e+02  1.10e-05  2.08e+02 -1.07e+09  5.51e-05  8.21e+03 
365750| 4.01e+02  1.10e-05  2.14e+02 -1.06e+09  5.51e-05  8.22e+03 
366000| 3.85e+03  2.78e-01  1.39e+04 -1.07e+09  5.51e-05  8.23e+03 
366250| 4.01e+02  1.12e-05  1.97e+02 -1.06e+09  5.51e-05  8.25e+03 
366500| 4.00e+02  1.12e-05  2.16e+02 -1.06e+09  5.51e-05  8.26e+03 
366750| 4.00e+02  1.10e-05  1.75e+02 -1.06e+09  5.51e-05  8.27e+03 
367000| 4.00e+02  1.09e-05  1.97e+02 -1.06e+09  5.51e-05  8.27e+03 
367250| 4.00e+02  1.11e-05  2.25e+02 -1.06e+09  5.51e-05  8.28e+03 
367500| 4.00e+02  1.13e-05  1.99e+02 -1.06e+09  5.51e-05  8.29e+03 
367750| 4.00e+02  1.08e-05  1.97e+02 -1.06e+09  5.51e-05  8.29e+03 
368000| 3.99e+02  1.09e-05  2.05e+02 -1.06e+09  5.51e-05  8.30e+03 
368250| 3.99e+02  1.08e-05  2.03e+02 -1.06e+09  5.51e-05  8.30e+03 
368500| 3.99e+02  1.08e-05  2.48e+02 -1.06e+09  5.51e-05  8.31e+03 
368750| 5.97e+07  3.74e+03  9.21e+03 -7.92e+08  5.51e-05  8.31e+03 
369000| 3.99e+02  1.12e-05  2.15e+02 -1.06e+09  5.51e-05  8.32e+03 
369250| 3.99e+02  1.08e-05  2.06e+02 -1.06e+09  5.51e-05  8.32e+03 
369500| 3.98e+02  1.07e-05  2.06e+02 -1.06e+09  5.51e-05  8.33e+03 
369750| 3.98e+02  1.10e-05  1.86e+02 -1.06e+09  5.51e-05  8.33e+03 
370000| 3.98e+02  1.11e-05  2.31e+02 -1.06e+09  5.51e-05  8.34e+03 
370250| 3.98e+02  1.08e-05  1.96e+02 -1.06e+09  5.51e-05  8.34e+03 
370500| 3.98e+02  1.08e-05  1.99e+02 -1.06e+09  5.51e-05  8.35e+03 
370750| 3.98e+02  1.06e-05  1.92e+02 -1.06e+09  5.51e-05  8.35e+03 
371000| 3.98e+02  1.08e-05  1.95e+02 -1.06e+09  5.51e-05  8.36e+03 
371250| 3.97e+02  1.03e-05  1.68e+02 -1.06e+09  5.51e-05  8.36e+03 
371500| 1.43e+07  1.05e+03  4.09e+04 -1.24e+09  5.51e-05  8.37e+03 
371750| 3.97e+02  1.06e-05  1.95e+02 -1.06e+09  5.51e-05  8.37e+03 
372000| 3.97e+02  1.04e-05  2.14e+02 -1.06e+09  5.51e-05  8.38e+03 
372250| 3.97e+02  1.10e-05  1.89e+02 -1.06e+09  5.51e-05  8.38e+03 
372500| 3.97e+02  1.04e-05  2.08e+02 -1.06e+09  5.51e-05  8.39e+03 
372750| 3.96e+02  1.07e-05  1.89e+02 -1.06e+09  5.51e-05  8.40e+03 
373000| 3.96e+02  1.08e-05  1.73e+02 -1.06e+09  5.51e-05  8.40e+03 
373250| 3.96e+02  1.03e-05  1.82e+02 -1.06e+09  5.51e-05  8.41e+03 
373500| 3.96e+02  1.07e-05  1.76e+02 -1.06e+09  5.51e-05  8.41e+03 
373750| 3.96e+02  1.09e-05  1.97e+02 -1.06e+09  5.51e-05  8.42e+03 
374000| 3.96e+02  1.06e-05  2.29e+02 -1.06e+09  5.51e-05  8.42e+03 
374250| 4.88e+05  3.80e+01  6.80e+03 -1.02e+09  5.51e-05  8.43e+03 
374500| 3.95e+02  1.07e-05  2.21e+02 -1.06e+09  5.51e-05  8.43e+03 
374750| 3.95e+02  1.02e-05  2.01e+02 -1.06e+09  5.51e-05  8.44e+03 
375000| 3.95e+02  1.03e-05  1.89e+02 -1.06e+09  5.51e-05  8.45e+03 
375250| 3.95e+02  1.06e-05  1.82e+02 -1.06e+09  5.51e-05  8.45e+03 
375500| 3.95e+02  1.05e-05  2.05e+02 -1.06e+09  5.51e-05  8.46e+03 
375750| 3.95e+02  1.05e-05  1.92e+02 -1.06e+09  5.51e-05  8.46e+03 
376000| 3.94e+02  1.04e-05  1.77e+02 -1.06e+09  5.51e-05  8.47e+03 
376250| 3.94e+02  1.05e-05  1.81e+02 -1.06e+09  5.51e-05  8.47e+03 
376500| 3.94e+02  1.06e-05  1.95e+02 -1.06e+09  5.51e-05  8.48e+03 
376750| 3.94e+02  1.07e-05  2.20e+02 -1.06e+09  5.51e-05  8.48e+03 
377000| 1.38e+07  1.02e+03  3.91e+04 -9.24e+08  5.51e-05  8.49e+03 
377250| 3.94e+02  1.06e-05  1.99e+02 -1.06e+09  5.51e-05  8.49e+03 
377500| 3.93e+02  1.03e-05  1.90e+02 -1.06e+09  5.51e-05  8.50e+03 
377750| 3.93e+02  1.03e-05  1.58e+02 -1.06e+09  5.51e-05  8.50e+03 
378000| 3.93e+02  1.05e-05  2.02e+02 -1.06e+09  5.51e-05  8.51e+03 
378250| 3.93e+02  1.08e-05  1.69e+02 -1.06e+09  5.51e-05  8.52e+03 
378500| 3.93e+02  1.05e-05  1.86e+02 -1.06e+09  5.51e-05  8.52e+03 
378750| 3.93e+02  1.03e-05  1.85e+02 -1.06e+09  5.51e-05  8.53e+03 
379000| 3.93e+02  1.04e-05  1.95e+02 -1.06e+09  5.51e-05  8.53e+03 
379250| 3.92e+02  1.06e-05  1.87e+02 -1.06e+09  5.51e-05  8.54e+03 
379500| 3.92e+02  1.01e-05  1.69e+02 -1.06e+09  5.51e-05  8.55e+03 
379750| 1.63e+04  1.25e+00  6.25e+03 -1.07e+09  5.51e-05  8.56e+03 
380000| 3.92e+02  1.49e-05  1.82e+02 -1.06e+09  5.51e-05  8.56e+03 
380250| 3.92e+02  1.44e-05  1.86e+02 -1.06e+09  5.51e-05  8.57e+03 
380500| 3.92e+02  1.02e-05  1.76e+02 -1.06e+09  5.51e-05  8.57e+03 
380750| 3.91e+02  1.26e-05  1.72e+02 -1.06e+09  5.51e-05  8.58e+03 
381000| 3.91e+02  1.44e-05  1.91e+02 -1.06e+09  5.51e-05  8.59e+03 
381250| 3.91e+02  1.33e-05  2.07e+02 -1.06e+09  5.51e-05  8.59e+03 
381500| 3.91e+02  9.58e-06  2.06e+02 -1.06e+09  5.51e-05  8.60e+03 
381750| 3.91e+02  1.23e-05  1.77e+02 -1.05e+09  5.51e-05  8.61e+03 
382000| 3.91e+02  1.36e-05  1.78e+02 -1.05e+09  5.51e-05  8.61e+03 
382250| 3.90e+02  1.26e-05  1.77e+02 -1.05e+09  5.51e-05  8.62e+03 
382500| 3.84e+02  2.01e-03  1.52e+03 -1.05e+09  5.51e-05  8.62e+03 
382750| 3.90e+02  1.22e-05  1.99e+02 -1.05e+09  5.51e-05  8.63e+03 
383000| 3.90e+02  1.37e-05  1.83e+02 -1.05e+09  5.51e-05  8.63e+03 
383250| 3.90e+02  1.16e-05  2.07e+02 -1.05e+09  5.51e-05  8.64e+03 
383500| 3.90e+02  9.89e-06  1.69e+02 -1.05e+09  5.51e-05  8.65e+03 
383750| 3.90e+02  1.27e-05  1.78e+02 -1.05e+09  5.51e-05  8.65e+03 
384000| 3.89e+02  1.26e-05  2.13e+02 -1.05e+09  5.51e-05  8.66e+03 
384250| 3.89e+02  1.08e-05  1.71e+02 -1.05e+09  5.51e-05  8.66e+03 
384500| 3.89e+02  1.05e-05  1.85e+02 -1.05e+09  5.51e-05  8.67e+03 
384750| 3.89e+02  1.21e-05  1.73e+02 -1.05e+09  5.51e-05  8.67e+03 
385000| 3.89e+02  1.22e-05  1.65e+02 -1.05e+09  5.51e-05  8.68e+03 
385250| 3.83e+02  3.89e-03  1.35e+04 -1.05e+09  5.51e-05  8.69e+03 
385500| 3.88e+02  1.04e-05  1.95e+02 -1.05e+09  5.51e-05  8.69e+03 
385750| 3.88e+02  1.24e-05  1.61e+02 -1.05e+09  5.51e-05  8.70e+03 
386000| 3.88e+02  1.18e-05  1.63e+02 -1.05e+09  5.51e-05  8.70e+03 
386250| 3.88e+02  1.01e-05  1.63e+02 -1.05e+09  5.51e-05  8.71e+03 
386500| 3.88e+02  1.09e-05  1.48e+02 -1.05e+09  5.51e-05  8.71e+03 
386750| 3.88e+02  1.18e-05  1.91e+02 -1.05e+09  5.51e-05  8.72e+03 
387000| 3.88e+02  1.12e-05  1.77e+02 -1.05e+09  5.51e-05  8.72e+03 
387250| 3.87e+02  9.96e-06  1.69e+02 -1.05e+09  5.51e-05  8.73e+03 
387500| 3.87e+02  1.04e-05  1.50e+02 -1.05e+09  5.51e-05  8.73e+03 
387750| 3.87e+02  1.15e-05  1.60e+02 -1.05e+09  5.51e-05  8.74e+03 
388000| 5.76e+04  4.49e+00  1.67e+04 -1.04e+09  5.51e-05  8.74e+03 
388250| 3.87e+02  9.36e-06  1.58e+02 -1.05e+09  5.51e-05  8.75e+03 
388500| 3.87e+02  1.15e-05  1.98e+02 -1.05e+09  5.51e-05  8.75e+03 
388750| 3.86e+02  1.13e-05  1.59e+02 -1.05e+09  5.51e-05  8.76e+03 
389000| 3.86e+02  1.05e-05  1.67e+02 -1.05e+09  5.51e-05  8.77e+03 
389250| 3.86e+02  9.89e-06  1.77e+02 -1.05e+09  5.51e-05  8.77e+03 
389500| 3.86e+02  1.09e-05  1.44e+02 -1.05e+09  5.51e-05  8.78e+03 
389750| 3.86e+02  1.16e-05  1.66e+02 -1.05e+09  5.51e-05  8.78e+03 
390000| 3.86e+02  9.39e-06  1.74e+02 -1.05e+09  5.51e-05  8.79e+03 
390250| 3.86e+02  9.57e-06  1.83e+02 -1.05e+09  5.51e-05  8.79e+03 
390500| 3.85e+02  1.11e-05  1.76e+02 -1.05e+09  5.51e-05  8.80e+03 
390750| 1.39e+05  1.08e+01  1.44e+04 -1.08e+09  5.51e-05  8.81e+03 
391000| 3.85e+02  9.62e-06  1.65e+02 -1.05e+09  5.51e-05  8.81e+03 
391250| 3.85e+02  1.03e-05  1.82e+02 -1.05e+09  5.51e-05  8.82e+03 
391500| 3.85e+02  1.06e-05  1.50e+02 -1.05e+09  5.51e-05  8.82e+03 
391750| 3.85e+02  9.87e-06  1.60e+02 -1.05e+09  5.51e-05  8.83e+03 
392000| 3.85e+02  9.62e-06  1.77e+02 -1.05e+09  5.51e-05  8.83e+03 
392250| 3.84e+02  1.02e-05  1.65e+02 -1.05e+09  5.51e-05  8.84e+03 
392500| 3.84e+02  1.07e-05  1.69e+02 -1.05e+09  5.51e-05  8.85e+03 
392750| 3.84e+02  9.80e-06  1.50e+02 -1.05e+09  5.51e-05  8.85e+03 
393000| 3.84e+02  3.07e-05  1.85e+02 -1.05e+09  5.51e-05  8.86e+03 
393250| 3.84e+02  1.03e-05  1.58e+02 -1.05e+09  5.51e-05  8.86e+03 
393500| 1.49e+04  1.14e+00  9.71e+03 -1.04e+09  5.51e-05  8.87e+03 
393750| 3.84e+02  1.01e-05  1.38e+02 -1.05e+09  5.51e-05  8.87e+03 
394000| 3.84e+02  1.00e-05  1.74e+02 -1.05e+09  5.51e-05  8.88e+03 
394250| 3.83e+02  9.32e-06  1.41e+02 -1.05e+09  5.51e-05  8.88e+03 
394500| 3.83e+02  1.02e-05  1.87e+02 -1.05e+09  5.51e-05  8.89e+03 
394750| 3.83e+02  9.77e-06  1.81e+02 -1.05e+09  5.51e-05  8.90e+03 
395000| 3.83e+02  9.52e-06  1.57e+02 -1.05e+09  5.51e-05  8.90e+03 
395250| 3.83e+02  9.68e-06  1.77e+02 -1.05e+09  5.51e-05  8.91e+03 
395500| 3.83e+02  1.01e-05  1.84e+02 -1.05e+09  5.51e-05  8.92e+03 
395750| 3.82e+02  8.92e-06  1.50e+02 -1.05e+09  5.51e-05  8.93e+03 
396000| 3.82e+02  9.33e-06  1.56e+02 -1.05e+09  5.51e-05  8.94e+03 
396250| 2.52e+03  1.97e-01  7.13e+03 -1.04e+09  5.51e-05  8.94e+03 
396500| 3.82e+02  9.60e-06  1.58e+02 -1.05e+09  5.51e-05  8.96e+03 
396750| 3.82e+02  9.17e-06  1.44e+02 -1.05e+09  5.51e-05  8.96e+03 
397000| 3.82e+02  8.98e-06  1.65e+02 -1.05e+09  5.51e-05  8.97e+03 
397250| 3.81e+02  9.51e-06  1.51e+02 -1.05e+09  5.51e-05  8.98e+03 
397500| 3.81e+02  9.34e-06  1.48e+02 -1.05e+09  5.51e-05  8.98e+03 
397750| 3.81e+02  8.92e-06  1.31e+02 -1.05e+09  5.51e-05  8.99e+03 
398000| 3.81e+02  9.28e-06  1.40e+02 -1.05e+09  5.51e-05  9.00e+03 
398250| 3.81e+02  9.43e-06  1.43e+02 -1.05e+09  5.51e-05  9.01e+03 
398500| 3.81e+02  9.65e-06  1.84e+02 -1.04e+09  5.51e-05  9.02e+03 
398750| 3.80e+02  9.27e-06  1.45e+02 -1.04e+09  5.51e-05  9.03e+03 
399000| 2.86e+04  2.23e+00  1.17e+04 -1.03e+09  5.51e-05  9.04e+03 
399250| 3.80e+02  9.34e-06  1.32e+02 -1.04e+09  5.51e-05  9.05e+03 
399500| 3.80e+02  9.01e-06  1.60e+02 -1.04e+09  5.51e-05  9.06e+03 
399750| 3.80e+02  9.21e-06  1.52e+02 -1.04e+09  5.51e-05  9.07e+03 
400000| 3.80e+02  9.42e-06  1.64e+02 -1.04e+09  5.51e-05  9.07e+03 
400250| 3.79e+02  9.21e-06  1.70e+02 -1.04e+09  5.51e-05  9.08e+03 
400500| 3.79e+02  9.31e-06  1.28e+02 -1.04e+09  5.51e-05  9.08e+03 
400750| 3.79e+02  9.37e-06  1.40e+02 -1.04e+09  5.51e-05  9.09e+03 
401000| 3.79e+02  8.81e-06  1.37e+02 -1.04e+09  5.51e-05  9.10e+03 
401250| 3.79e+02  8.62e-06  1.26e+02 -1.04e+09  5.51e-05  9.11e+03 
401500| 3.79e+02  9.45e-06  1.74e+02 -1.04e+09  5.51e-05  9.12e+03 
401750| 1.19e+07  8.72e+02  5.39e+04 -9.23e+08  5.51e-05  9.13e+03 
402000| 3.78e+02  9.38e-06  1.49e+02 -1.04e+09  5.51e-05  9.14e+03 
402250| 3.78e+02  9.02e-06  1.77e+02 -1.04e+09  5.51e-05  9.15e+03 
402500| 3.78e+02  8.88e-06  1.60e+02 -1.04e+09  5.51e-05  9.16e+03 
402750| 3.78e+02  8.51e-06  1.20e+02 -1.04e+09  5.51e-05  9.17e+03 
