137500| 5.33e+02  3.17e-05  9.17e+02 -9.57e+08  5.27e-05  2.86e+03 
137750| 5.33e+02  3.16e-05  9.20e+02 -9.57e+08  5.27e-05  2.86e+03 
138000| 5.33e+02  3.14e-05  9.00e+02 -9.57e+08  5.27e-05  2.87e+03 
138250| 5.33e+02  3.16e-05  8.85e+02 -9.57e+08  5.27e-05  2.87e+03 
138500| 5.33e+02  3.16e-05  8.99e+02 -9.56e+08  5.27e-05  2.87e+03 
138750| 5.32e+02  3.12e-05  8.94e+02 -9.56e+08  5.27e-05  2.88e+03 
139000| 5.32e+02  3.16e-05  8.97e+02 -9.56e+08  5.27e-05  2.88e+03 
139250| 2.51e+07  1.32e+03  1.04e+04 -8.13e+08  5.27e-05  2.88e+03 
139500| 5.32e+02  3.13e-05  8.99e+02 -9.55e+08  5.27e-05  2.89e+03 
139750| 5.32e+02  3.16e-05  8.94e+02 -9.55e+08  5.27e-05  2.89e+03 
140000| 5.32e+02  3.14e-05  8.82e+02 -9.55e+08  5.27e-05  2.90e+03 
140250| 5.32e+02  3.11e-05  8.95e+02 -9.55e+08  5.27e-05  2.90e+03 
140500| 5.31e+02  3.12e-05  9.06e+02 -9.54e+08  5.27e-05  2.90e+03 
140750| 5.31e+02  3.13e-05  8.89e+02 -9.54e+08  5.27e-05  2.91e+03 
141000| 5.31e+02  3.12e-05  8.90e+02 -9.54e+08  5.27e-05  2.91e+03 
141250| 5.31e+02  3.11e-05  8.90e+02 -9.54e+08  5.27e-05  2.92e+03 
141500| 5.31e+02  3.12e-05  8.69e+02 -9.53e+08  5.27e-05  2.92e+03 
141750| 5.31e+02  3.08e-05  8.80e+02 -9.53e+08  5.27e-05  2.92e+03 
142000| 1.51e+03  1.12e-01  1.14e+04 -9.59e+08  5.27e-05  2.93e+03 
142250| 5.30e+02  3.10e-05  8.91e+02 -9.53e+08  5.27e-05  2.93e+03 
142500| 5.30e+02  3.06e-05  8.70e+02 -9.52e+08  5.27e-05  2.93e+03 
142750| 5.30e+02  3.07e-05  8.65e+02 -9.52e+08  5.27e-05  2.94e+03 
143000| 5.30e+02  3.05e-05  8.66e+02 -9.52e+08  5.27e-05  2.94e+03 
143250| 5.30e+02  3.06e-05  8.60e+02 -9.51e+08  5.27e-05  2.95e+03 
143500| 5.29e+02  3.05e-05  8.66e+02 -9.51e+08  5.27e-05  2.95e+03 
143750| 5.29e+02  3.06e-05  8.65e+02 -9.51e+08  5.27e-05  2.95e+03 
144000| 5.29e+02  3.03e-05  8.73e+02 -9.51e+08  5.27e-05  2.96e+03 
144250| 5.29e+02  3.05e-05  8.57e+02 -9.50e+08  5.27e-05  2.96e+03 
144500| 5.29e+02  3.05e-05  8.66e+02 -9.50e+08  5.27e-05  2.97e+03 
144750| 1.95e+08  1.08e+04  3.42e+05 -1.95e+09  5.27e-05  2.97e+03 
145000| 5.29e+02  3.03e-05  8.60e+02 -9.50e+08  5.27e-05  2.97e+03 
145250| 5.28e+02  3.01e-05  8.62e+02 -9.49e+08  5.27e-05  2.98e+03 
145500| 5.28e+02  3.01e-05  8.48e+02 -9.49e+08  5.27e-05  2.98e+03 
145750| 5.28e+02  3.02e-05  8.53e+02 -9.49e+08  5.27e-05  2.98e+03 
146000| 5.28e+02  2.98e-05  8.34e+02 -9.49e+08  5.27e-05  2.99e+03 
146250| 5.28e+02  2.97e-05  8.51e+02 -9.48e+08  5.27e-05  2.99e+03 
146500| 5.28e+02  2.98e-05  8.52e+02 -9.48e+08  5.27e-05  3.00e+03 
146750| 5.27e+02  2.97e-05  8.55e+02 -9.48e+08  5.27e-05  3.00e+03 
147000| 5.27e+02  2.96e-05  8.42e+02 -9.48e+08  5.27e-05  3.00e+03 
147250| 5.27e+02  3.01e-05  8.53e+02 -9.47e+08  5.27e-05  3.01e+03 
147500| 2.70e+06  2.01e+02  6.88e+04 -8.70e+08  5.27e-05  3.01e+03 
147750| 5.27e+02  2.96e-05  8.45e+02 -9.47e+08  5.27e-05  3.02e+03 
148000| 5.26e+02  2.97e-05  8.45e+02 -9.47e+08  5.27e-05  3.02e+03 
148250| 5.26e+02  2.96e-05  8.29e+02 -9.46e+08  5.27e-05  3.02e+03 
148500| 5.26e+02  2.94e-05  8.37e+02 -9.46e+08  5.27e-05  3.03e+03 
148750| 5.26e+02  2.96e-05  8.37e+02 -9.46e+08  5.27e-05  3.03e+03 
149000| 5.26e+02  2.97e-05  8.30e+02 -9.46e+08  5.27e-05  3.04e+03 
149250| 5.26e+02  2.94e-05  8.37e+02 -9.45e+08  5.27e-05  3.04e+03 
149500| 5.25e+02  2.94e-05  8.43e+02 -9.45e+08  5.27e-05  3.04e+03 
149750| 5.25e+02  2.92e-05  8.19e+02 -9.45e+08  5.27e-05  3.05e+03 
150000| 5.25e+02  2.90e-05  8.25e+02 -9.45e+08  5.27e-05  3.05e+03 
150250| 3.65e+07  1.92e+03  3.87e+04 -7.95e+08  5.27e-05  3.05e+03 
150500| 5.25e+02  2.93e-05  8.30e+02 -9.44e+08  5.27e-05  3.06e+03 
150750| 5.25e+02  2.92e-05  8.32e+02 -9.44e+08  5.27e-05  3.06e+03 
151000| 5.24e+02  2.93e-05  8.18e+02 -9.44e+08  5.27e-05  3.07e+03 
151250| 5.24e+02  2.90e-05  8.16e+02 -9.43e+08  5.27e-05  3.07e+03 
151500| 5.24e+02  2.89e-05  8.17e+02 -9.43e+08  5.27e-05  3.07e+03 
151750| 5.24e+02  2.90e-05  7.98e+02 -9.43e+08  5.27e-05  3.08e+03 
152000| 5.24e+02  2.91e-05  8.25e+02 -9.43e+08  5.27e-05  3.08e+03 
152250| 5.23e+02  2.90e-05  8.17e+02 -9.42e+08  5.27e-05  3.09e+03 
152500| 5.23e+02  2.88e-05  8.23e+02 -9.42e+08  5.27e-05  3.09e+03 
152750| 5.23e+02  2.87e-05  8.16e+02 -9.42e+08  5.27e-05  3.09e+03 
153000| 5.36e+06  2.82e+02  2.56e+04 -8.61e+08  5.27e-05  3.10e+03 
153250| 5.23e+02  2.85e-05  8.04e+02 -9.41e+08  5.27e-05  3.10e+03 
153500| 5.23e+02  2.86e-05  8.05e+02 -9.41e+08  5.27e-05  3.10e+03 
153750| 5.22e+02  2.85e-05  8.15e+02 -9.41e+08  5.27e-05  3.11e+03 
154000| 5.22e+02  2.85e-05  8.06e+02 -9.41e+08  5.27e-05  3.11e+03 
154250| 5.22e+02  2.88e-05  8.04e+02 -9.40e+08  5.27e-05  3.12e+03 
154500| 5.22e+02  2.84e-05  8.10e+02 -9.40e+08  5.27e-05  3.12e+03 
154750| 5.22e+02  2.83e-05  7.96e+02 -9.40e+08  5.27e-05  3.12e+03 
155000| 5.21e+02  2.82e-05  7.99e+02 -9.40e+08  5.27e-05  3.13e+03 
155250| 5.21e+02  2.82e-05  7.94e+02 -9.39e+08  5.27e-05  3.13e+03 
155500| 5.21e+02  2.82e-05  7.85e+02 -9.39e+08  5.27e-05  3.14e+03 
155750| 1.21e+06  8.98e+01  1.88e+04 -8.84e+08  5.27e-05  3.14e+03 
156000| 5.21e+02  2.85e-05  8.05e+02 -9.39e+08  5.27e-05  3.14e+03 
156250| 5.21e+02  2.79e-05  7.77e+02 -9.39e+08  5.27e-05  3.15e+03 
156500| 5.20e+02  2.81e-05  7.90e+02 -9.38e+08  5.27e-05  3.15e+03 
156750| 5.20e+02  2.81e-05  7.91e+02 -9.38e+08  5.27e-05  3.15e+03 
157000| 5.20e+02  2.80e-05  7.82e+02 -9.38e+08  5.27e-05  3.16e+03 
157250| 5.20e+02  2.80e-05  7.76e+02 -9.38e+08  5.27e-05  3.16e+03 
157500| 5.20e+02  2.78e-05  7.82e+02 -9.37e+08  5.27e-05  3.17e+03 
157750| 5.19e+02  2.76e-05  7.73e+02 -9.37e+08  5.27e-05  3.17e+03 
158000| 5.19e+02  2.79e-05  7.71e+02 -9.37e+08  5.27e-05  3.17e+03 
158250| 5.19e+02  2.77e-05  7.67e+02 -9.37e+08  5.27e-05  3.18e+03 
158500| 1.29e+09  6.79e+04  2.66e+09 -2.06e+09  5.27e-05  3.18e+03 
158750| 5.19e+02  2.79e-05  7.92e+02 -9.36e+08  5.27e-05  3.19e+03 
159000| 5.18e+02  2.78e-05  7.77e+02 -9.36e+08  5.27e-05  3.19e+03 
159250| 5.18e+02  2.75e-05  7.70e+02 -9.36e+08  5.27e-05  3.19e+03 
159500| 5.18e+02  2.75e-05  7.73e+02 -9.35e+08  5.27e-05  3.20e+03 
159750| 5.18e+02  2.73e-05  7.55e+02 -9.35e+08  5.27e-05  3.20e+03 
160000| 5.18e+02  2.77e-05  7.87e+02 -9.35e+08  5.27e-05  3.21e+03 
160250| 5.17e+02  2.74e-05  7.60e+02 -9.35e+08  5.27e-05  3.21e+03 
160500| 5.17e+02  2.73e-05  7.70e+02 -9.34e+08  5.27e-05  3.21e+03 
160750| 5.17e+02  2.73e-05  7.58e+02 -9.34e+08  5.27e-05  3.22e+03 
161000| 5.17e+02  2.72e-05  7.55e+02 -9.34e+08  5.27e-05  3.22e+03 
161250| 4.81e+08  3.03e+04  8.02e+04 -2.68e+09  5.27e-05  3.22e+03 
161500| 5.17e+02  2.72e-05  7.64e+02 -9.33e+08  5.27e-05  3.23e+03 
161750| 5.16e+02  2.69e-05  7.48e+02 -9.33e+08  5.27e-05  3.23e+03 
162000| 5.16e+02  2.71e-05  7.56e+02 -9.33e+08  5.27e-05  3.24e+03 
162250| 5.16e+02  2.70e-05  7.67e+02 -9.33e+08  5.27e-05  3.24e+03 
162500| 5.16e+02  2.65e-05  7.49e+02 -9.33e+08  5.27e-05  3.24e+03 
162750| 5.16e+02  2.69e-05  7.53e+02 -9.32e+08  5.27e-05  3.25e+03 
163000| 5.15e+02  2.70e-05  7.39e+02 -9.32e+08  5.27e-05  3.25e+03 
163250| 5.15e+02  2.70e-05  7.50e+02 -9.32e+08  5.27e-05  3.26e+03 
163500| 5.15e+02  2.67e-05  7.53e+02 -9.32e+08  5.27e-05  3.26e+03 
163750| 5.15e+02  2.63e-05  7.50e+02 -9.31e+08  5.27e-05  3.26e+03 
164000| 4.26e+04  3.17e+00  2.26e+04 -9.55e+08  5.27e-05  3.27e+03 
164250| 5.14e+02  2.69e-05  7.45e+02 -9.31e+08  5.27e-05  3.27e+03 
164500| 5.14e+02  2.65e-05  7.51e+02 -9.31e+08  5.27e-05  3.28e+03 
164750| 5.14e+02  2.66e-05  7.33e+02 -9.30e+08  5.27e-05  3.28e+03 
165000| 5.14e+02  2.68e-05  7.52e+02 -9.30e+08  5.27e-05  3.29e+03 
165250| 5.14e+02  2.64e-05  7.44e+02 -9.30e+08  5.27e-05  3.29e+03 
165500| 5.13e+02  2.65e-05  7.40e+02 -9.30e+08  5.27e-05  3.29e+03 
165750| 5.13e+02  2.63e-05  7.19e+02 -9.30e+08  5.27e-05  3.30e+03 
166000| 5.13e+02  2.63e-05  7.35e+02 -9.29e+08  5.27e-05  3.30e+03 
166250| 5.13e+02  2.61e-05  7.32e+02 -9.29e+08  5.27e-05  3.30e+03 
166500| 5.13e+02  2.64e-05  7.46e+02 -9.29e+08  5.27e-05  3.31e+03 
166750| 1.03e+08  5.43e+03  1.08e+04 -6.86e+08  5.27e-05  3.31e+03 
167000| 5.12e+02  2.64e-05  7.42e+02 -9.28e+08  5.27e-05  3.32e+03 
167250| 5.12e+02  2.64e-05  7.21e+02 -9.28e+08  5.27e-05  3.32e+03 
167500| 5.12e+02  2.66e-05  7.43e+02 -9.28e+08  5.27e-05  3.32e+03 
167750| 5.12e+02  2.63e-05  7.33e+02 -9.28e+08  5.27e-05  3.33e+03 
168000| 5.11e+02  2.59e-05  7.20e+02 -9.27e+08  5.27e-05  3.33e+03 
168250| 5.11e+02  2.61e-05  7.26e+02 -9.27e+08  5.27e-05  3.34e+03 
168500| 5.11e+02  2.59e-05  7.36e+02 -9.27e+08  5.27e-05  3.34e+03 
168750| 5.11e+02  2.61e-05  7.33e+02 -9.27e+08  5.27e-05  3.34e+03 
169000| 5.11e+02  2.63e-05  7.27e+02 -9.27e+08  5.27e-05  3.35e+03 
169250| 5.10e+02  2.62e-05  7.24e+02 -9.26e+08  5.27e-05  3.35e+03 
169500| 1.83e+08  9.65e+03  3.87e+03 -5.60e+08  5.27e-05  3.35e+03 
169750| 5.10e+02  2.56e-05  7.25e+02 -9.26e+08  5.27e-05  3.36e+03 
170000| 5.10e+02  2.56e-05  7.18e+02 -9.26e+08  5.27e-05  3.36e+03 
170250| 5.10e+02  2.56e-05  7.04e+02 -9.25e+08  5.27e-05  3.37e+03 
170500| 5.09e+02  2.58e-05  7.12e+02 -9.25e+08  5.27e-05  3.37e+03 
170750| 5.09e+02  2.55e-05  7.16e+02 -9.25e+08  5.27e-05  3.37e+03 
171000| 5.09e+02  2.55e-05  7.07e+02 -9.25e+08  5.27e-05  3.38e+03 
171250| 5.09e+02  2.59e-05  7.25e+02 -9.24e+08  5.27e-05  3.38e+03 
171500| 5.09e+02  2.55e-05  7.08e+02 -9.24e+08  5.27e-05  3.39e+03 
171750| 5.08e+02  2.57e-05  7.17e+02 -9.24e+08  5.27e-05  3.39e+03 
172000| 5.08e+02  2.56e-05  7.12e+02 -9.24e+08  5.27e-05  3.39e+03 
172250| 1.79e+03  1.34e-01  2.34e+04 -9.27e+08  5.27e-05  3.40e+03 
172500| 5.08e+02  2.54e-05  7.19e+02 -9.23e+08  5.27e-05  3.40e+03 
172750| 5.08e+02  2.54e-05  7.02e+02 -9.23e+08  5.27e-05  3.40e+03 
173000| 5.07e+02  2.52e-05  7.06e+02 -9.23e+08  5.27e-05  3.41e+03 
173250| 5.07e+02  2.53e-05  7.08e+02 -9.23e+08  5.27e-05  3.41e+03 
173500| 5.07e+02  2.51e-05  7.03e+02 -9.22e+08  5.27e-05  3.42e+03 
173750| 5.07e+02  2.52e-05  6.92e+02 -9.22e+08  5.27e-05  3.42e+03 
174000| 5.07e+02  2.52e-05  7.04e+02 -9.22e+08  5.27e-05  3.42e+03 
174250| 5.06e+02  2.51e-05  6.89e+02 -9.22e+08  5.27e-05  3.43e+03 
174500| 5.06e+02  2.50e-05  6.96e+02 -9.22e+08  5.27e-05  3.43e+03 
174750| 5.06e+02  2.50e-05  6.90e+02 -9.21e+08  5.27e-05  3.44e+03 
175000| 5.04e+02  9.16e-04  3.83e+03 -9.21e+08  5.27e-05  3.44e+03 
175250| 5.04e+02  4.22e-05  3.76e+02 -9.21e+08  5.27e-05  3.44e+03 
175500| 5.04e+02  3.34e-05  7.96e+02 -9.21e+08  5.27e-05  3.45e+03 
175750| 5.05e+02  1.46e-02  1.42e+04 -9.21e+08  5.27e-05  3.45e+03 
176000| 5.04e+02  3.93e-05  7.02e+02 -9.20e+08  5.27e-05  3.45e+03 
176250| 5.03e+02  3.36e-05  6.80e+02 -9.20e+08  5.27e-05  3.46e+03 
176500| 5.03e+02  2.95e-05  6.63e+02 -9.20e+08  5.27e-05  3.46e+03 
176750| 5.03e+02  2.46e-05  6.60e+02 -9.20e+08  5.27e-05  3.47e+03 
177000| 5.03e+02  2.54e-05  6.67e+02 -9.19e+08  5.27e-05  3.47e+03 
177250| 5.02e+02  2.71e-05  6.92e+02 -9.19e+08  5.27e-05  3.47e+03 
177500| 5.02e+02  2.72e-05  6.94e+02 -9.19e+08  5.27e-05  3.48e+03 
177750| 6.87e+04  5.11e+00  9.98e+04 -8.97e+08  5.27e-05  3.48e+03 
178000| 5.02e+02  2.65e-05  6.81e+02 -9.19e+08  5.27e-05  3.49e+03 
178250| 5.01e+02  2.55e-05  6.65e+02 -9.18e+08  5.27e-05  3.49e+03 
178500| 5.01e+02  2.52e-05  6.62e+02 -9.18e+08  5.27e-05  3.49e+03 
178750| 5.01e+02  2.58e-05  6.77e+02 -9.18e+08  5.27e-05  3.50e+03 
179000| 5.01e+02  2.67e-05  6.72e+02 -9.18e+08  5.27e-05  3.50e+03 
179250| 5.01e+02  2.61e-05  6.84e+02 -9.17e+08  5.27e-05  3.51e+03 
179500| 5.00e+02  2.56e-05  6.71e+02 -9.17e+08  5.27e-05  3.51e+03 
179750| 5.00e+02  2.49e-05  6.64e+02 -9.17e+08  5.27e-05  3.51e+03 
180000| 5.00e+02  2.47e-05  6.63e+02 -9.17e+08  5.27e-05  3.52e+03 
180250| 5.00e+02  2.55e-05  6.78e+02 -9.17e+08  5.27e-05  3.52e+03 
180500| 1.51e+04  1.13e+00  6.10e+04 -9.05e+08  5.27e-05  3.52e+03 
180750| 4.99e+02  2.46e-05  6.63e+02 -9.16e+08  5.27e-05  3.53e+03 
181000| 4.99e+02  2.49e-05  6.72e+02 -9.16e+08  5.27e-05  3.53e+03 
181250| 4.99e+02  2.44e-05  6.54e+02 -9.16e+08  5.27e-05  3.54e+03 
181500| 4.98e+02  2.48e-05  6.70e+02 -9.16e+08  5.27e-05  3.54e+03 
181750| 4.98e+02  2.49e-05  6.63e+02 -9.15e+08  5.27e-05  3.54e+03 
182000| 4.98e+02  2.56e-05  6.56e+02 -9.15e+08  5.27e-05  3.55e+03 
182250| 4.98e+02  2.50e-05  6.54e+02 -9.15e+08  5.27e-05  3.55e+03 
182500| 4.97e+02  2.43e-05  6.53e+02 -9.15e+08  5.27e-05  3.56e+03 
182750| 4.97e+02  2.41e-05  6.38e+02 -9.14e+08  5.27e-05  3.56e+03 
183000| 4.97e+02  2.45e-05  6.59e+02 -9.14e+08  5.27e-05  3.56e+03 
183250| 6.54e+03  4.88e-01  6.31e+02 -9.07e+08  5.27e-05  3.57e+03 
183500| 4.97e+02  2.47e-05  6.63e+02 -9.14e+08  5.27e-05  3.57e+03 
183750| 4.96e+02  2.38e-05  6.41e+02 -9.14e+08  5.27e-05  3.57e+03 
184000| 4.96e+02  2.38e-05  6.32e+02 -9.13e+08  5.27e-05  3.58e+03 
184250| 4.96e+02  2.36e-05  6.45e+02 -9.13e+08  5.27e-05  3.58e+03 
184500| 4.96e+02  2.40e-05  6.48e+02 -9.13e+08  5.27e-05  3.59e+03 
184750| 4.95e+02  2.42e-05  6.42e+02 -9.13e+08  5.27e-05  3.59e+03 
185000| 4.95e+02  2.38e-05  6.48e+02 -9.13e+08  5.27e-05  3.59e+03 
185250| 4.95e+02  2.35e-05  6.44e+02 -9.12e+08  5.27e-05  3.60e+03 
185500| 4.95e+02  2.39e-05  6.37e+02 -9.12e+08  5.27e-05  3.60e+03 
185750| 4.95e+02  2.35e-05  6.40e+02 -9.12e+08  5.27e-05  3.61e+03 
186000| 6.25e+03  4.67e-01  4.15e+03 -9.04e+08  5.27e-05  3.61e+03 
186250| 4.94e+02  2.40e-05  6.52e+02 -9.11e+08  5.27e-05  3.61e+03 
186500| 4.94e+02  2.32e-05  6.38e+02 -9.11e+08  5.27e-05  3.62e+03 
186750| 4.94e+02  2.34e-05  6.34e+02 -9.11e+08  5.27e-05  3.62e+03 
187000| 4.93e+02  2.32e-05  6.28e+02 -9.11e+08  5.27e-05  3.63e+03 
187250| 4.93e+02  2.30e-05  6.31e+02 -9.11e+08  5.27e-05  3.63e+03 
187500| 4.93e+02  2.37e-05  6.21e+02 -9.10e+08  5.27e-05  3.63e+03 
187750| 4.93e+02  2.36e-05  6.36e+02 -9.10e+08  5.27e-05  3.64e+03 
188000| 4.92e+02  2.32e-05  6.23e+02 -9.10e+08  5.27e-05  3.64e+03 
188250| 4.92e+02  2.32e-05  6.20e+02 -9.10e+08  5.27e-05  3.64e+03 
188500| 4.92e+02  2.33e-05  6.42e+02 -9.10e+08  5.27e-05  3.65e+03 
188750| 4.42e+06  2.33e+02  1.27e+04 -8.65e+08  5.27e-05  3.65e+03 
189000| 4.92e+02  2.34e-05  6.38e+02 -9.09e+08  5.27e-05  3.66e+03 
189250| 4.91e+02  2.31e-05  6.26e+02 -9.09e+08  5.27e-05  3.66e+03 
189500| 4.91e+02  2.29e-05  6.24e+02 -9.09e+08  5.27e-05  3.66e+03 
189750| 4.91e+02  2.28e-05  6.24e+02 -9.09e+08  5.27e-05  3.67e+03 
190000| 4.91e+02  2.24e-05  6.18e+02 -9.08e+08  5.27e-05  3.67e+03 
190250| 4.90e+02  2.27e-05  6.08e+02 -9.08e+08  5.27e-05  3.68e+03 
190500| 4.90e+02  2.27e-05  6.11e+02 -9.08e+08  5.27e-05  3.68e+03 
190750| 4.90e+02  2.29e-05  6.21e+02 -9.08e+08  5.27e-05  3.68e+03 
191000| 4.90e+02  2.28e-05  6.25e+02 -9.08e+08  5.27e-05  3.69e+03 
191250| 4.90e+02  2.24e-05  6.07e+02 -9.07e+08  5.27e-05  3.69e+03 
191500| 6.36e+04  4.74e+00  4.61e+03 -8.86e+08  5.27e-05  3.69e+03 
191750| 4.89e+02  2.29e-05  6.14e+02 -9.07e+08  5.27e-05  3.70e+03 
192000| 4.89e+02  2.23e-05  6.14e+02 -9.07e+08  5.27e-05  3.70e+03 
192250| 4.89e+02  2.24e-05  6.08e+02 -9.06e+08  5.27e-05  3.71e+03 
192500| 4.88e+02  2.25e-05  6.13e+02 -9.06e+08  5.27e-05  3.71e+03 
192750| 4.88e+02  2.24e-05  6.15e+02 -9.06e+08  5.27e-05  3.71e+03 
193000| 4.88e+02  2.25e-05  6.20e+02 -9.06e+08  5.27e-05  3.72e+03 
193250| 4.88e+02  2.21e-05  6.08e+02 -9.06e+08  5.27e-05  3.72e+03 
193500| 4.87e+02  2.24e-05  6.12e+02 -9.05e+08  5.27e-05  3.72e+03 
193750| 4.87e+02  2.20e-05  5.99e+02 -9.05e+08  5.27e-05  3.73e+03 
194000| 4.87e+02  2.21e-05  6.08e+02 -9.05e+08  5.27e-05  3.73e+03 
194250| 5.87e+03  4.37e-01  1.56e+03 -8.98e+08  5.27e-05  3.74e+03 
194500| 4.87e+02  2.24e-05  6.03e+02 -9.05e+08  5.27e-05  3.74e+03 
194750| 4.86e+02  2.21e-05  5.95e+02 -9.04e+08  5.27e-05  3.74e+03 
195000| 4.86e+02  2.24e-05  6.10e+02 -9.04e+08  5.27e-05  3.75e+03 
195250| 4.86e+02  2.21e-05  5.92e+02 -9.04e+08  5.27e-05  3.75e+03 
195500| 4.86e+02  2.20e-05  5.98e+02 -9.04e+08  5.27e-05  3.76e+03 
195750| 4.85e+02  2.20e-05  5.99e+02 -9.04e+08  5.27e-05  3.76e+03 
196000| 4.85e+02  2.20e-05  5.86e+02 -9.03e+08  5.27e-05  3.76e+03 
196250| 4.85e+02  2.19e-05  5.97e+02 -9.03e+08  5.27e-05  3.77e+03 
196500| 4.85e+02  2.19e-05  5.90e+02 -9.03e+08  5.27e-05  3.77e+03 
196750| 4.85e+02  2.18e-05  5.87e+02 -9.03e+08  5.27e-05  3.77e+03 
197000| 1.11e+08  5.85e+03  1.19e+04 -6.79e+08  5.27e-05  3.78e+03 
197250| 4.84e+02  2.14e-05  5.83e+02 -9.02e+08  5.27e-05  3.78e+03 
197500| 4.84e+02  2.19e-05  5.91e+02 -9.02e+08  5.27e-05  3.79e+03 
197750| 4.84e+02  2.17e-05  5.76e+02 -9.02e+08  5.27e-05  3.79e+03 
198000| 4.83e+02  2.17e-05  5.88e+02 -9.02e+08  5.27e-05  3.79e+03 
198250| 4.83e+02  2.16e-05  5.77e+02 -9.02e+08  5.27e-05  3.80e+03 
198500| 4.83e+02  2.16e-05  5.97e+02 -9.01e+08  5.27e-05  3.80e+03 
198750| 4.83e+02  2.21e-05  6.02e+02 -9.01e+08  5.27e-05  3.81e+03 
199000| 4.83e+02  2.14e-05  5.84e+02 -9.01e+08  5.27e-05  3.81e+03 
199250| 4.82e+02  2.15e-05  5.95e+02 -9.01e+08  5.27e-05  3.81e+03 
199500| 4.82e+02  2.15e-05  5.87e+02 -9.01e+08  5.27e-05  3.82e+03 
199750| 6.21e+05  4.63e+01  4.32e+05 -9.53e+08  5.27e-05  3.82e+03 
200000| 4.82e+02  2.17e-05  5.77e+02 -9.00e+08  5.27e-05  3.83e+03 
200250| 4.81e+02  2.15e-05  5.84e+02 -9.00e+08  5.27e-05  3.83e+03 
200500| 4.81e+02  2.12e-05  5.85e+02 -9.00e+08  5.27e-05  3.83e+03 
200750| 4.81e+02  2.13e-05  5.81e+02 -9.00e+08  5.27e-05  3.84e+03 
201000| 4.81e+02  2.12e-05  5.81e+02 -8.99e+08  5.27e-05  3.84e+03 
201250| 4.80e+02  2.12e-05  5.71e+02 -8.99e+08  5.27e-05  3.84e+03 
201500| 4.80e+02  2.12e-05  5.79e+02 -8.99e+08  5.27e-05  3.85e+03 
201750| 4.80e+02  2.14e-05  5.77e+02 -8.99e+08  5.27e-05  3.85e+03 
202000| 4.80e+02  2.12e-05  5.65e+02 -8.99e+08  5.27e-05  3.86e+03 
202250| 4.80e+02  2.12e-05  5.68e+02 -8.98e+08  5.27e-05  3.86e+03 
202500| 5.73e+02  2.37e-02  1.20e+04 -8.97e+08  5.27e-05  3.86e+03 
202750| 4.79e+02  2.10e-05  5.64e+02 -8.98e+08  5.27e-05  3.87e+03 
203000| 4.79e+02  2.12e-05  5.77e+02 -8.98e+08  5.27e-05  3.87e+03 
203250| 4.79e+02  2.07e-05  5.60e+02 -8.98e+08  5.27e-05  3.88e+03 
203500| 4.78e+02  2.07e-05  5.63e+02 -8.97e+08  5.27e-05  3.88e+03 
203750| 4.78e+02  2.09e-05  5.63e+02 -8.97e+08  5.27e-05  3.88e+03 
204000| 4.78e+02  2.11e-05  5.69e+02 -8.97e+08  5.27e-05  3.89e+03 
204250| 4.78e+02  2.11e-05  5.76e+02 -8.97e+08  5.27e-05  3.89e+03 
204500| 4.78e+02  2.10e-05  5.62e+02 -8.97e+08  5.27e-05  3.90e+03 
204750| 4.77e+02  2.07e-05  5.56e+02 -8.96e+08  5.27e-05  3.90e+03 
205000| 4.77e+02  2.07e-05  5.62e+02 -8.96e+08  5.27e-05  3.90e+03 
205250| 7.87e+05  5.86e+01  9.75e+03 -9.57e+08  5.27e-05  3.91e+03 
205500| 4.77e+02  2.05e-05  5.42e+02 -8.96e+08  5.27e-05  3.91e+03 
205750| 4.76e+02  2.09e-05  5.64e+02 -8.96e+08  5.27e-05  3.91e+03 
206000| 4.76e+02  2.07e-05  5.50e+02 -8.95e+08  5.27e-05  3.92e+03 
206250| 4.76e+02  2.03e-05  5.39e+02 -8.95e+08  5.27e-05  3.92e+03 
206500| 4.76e+02  2.05e-05  5.46e+02 -8.95e+08  5.27e-05  3.93e+03 
206750| 4.76e+02  2.05e-05  5.46e+02 -8.95e+08  5.27e-05  3.93e+03 
207000| 4.75e+02  2.04e-05  5.60e+02 -8.95e+08  5.27e-05  3.93e+03 
207250| 4.75e+02  2.00e-05  5.36e+02 -8.95e+08  5.27e-05  3.94e+03 
207500| 4.75e+02  2.04e-05  5.57e+02 -8.94e+08  5.27e-05  3.94e+03 
207750| 4.75e+02  2.03e-05  5.52e+02 -8.94e+08  5.27e-05  3.95e+03 
208000| 4.43e+05  3.30e+01  3.98e+04 -9.42e+08  5.27e-05  3.95e+03 
208250| 4.74e+02  2.04e-05  5.38e+02 -8.94e+08  5.27e-05  3.95e+03 
208500| 4.74e+02  2.03e-05  5.39e+02 -8.94e+08  5.27e-05  3.96e+03 
208750| 4.74e+02  2.00e-05  5.34e+02 -8.93e+08  5.27e-05  3.96e+03 
209000| 4.73e+02  2.02e-05  5.57e+02 -8.93e+08  5.27e-05  3.96e+03 
209250| 4.73e+02  2.04e-05  5.46e+02 -8.93e+08  5.27e-05  3.97e+03 
209500| 4.73e+02  2.00e-05  5.48e+02 -8.93e+08  5.27e-05  3.97e+03 
209750| 4.73e+02  2.02e-05  5.30e+02 -8.93e+08  5.27e-05  3.98e+03 
210000| 4.73e+02  2.01e-05  5.33e+02 -8.92e+08  5.27e-05  3.98e+03 
