137500| 1.07e+03  4.73e-05  1.21e+03 -1.02e+09  6.43e-05  2.86e+03 
137750| 1.07e+03  4.72e-05  1.22e+03 -1.02e+09  6.43e-05  2.87e+03 
138000| 1.07e+03  4.74e-05  1.21e+03 -1.02e+09  6.43e-05  2.87e+03 
138250| 1.07e+03  4.73e-05  1.20e+03 -1.02e+09  6.43e-05  2.88e+03 
138500| 1.07e+03  4.67e-05  1.18e+03 -1.02e+09  6.43e-05  2.88e+03 
138750| 5.21e+05  4.73e+01  7.32e+03 -9.36e+08  6.43e-05  2.88e+03 
139000| 1.06e+03  4.66e-05  1.18e+03 -1.02e+09  6.43e-05  2.89e+03 
139250| 1.06e+03  4.70e-05  1.21e+03 -1.02e+09  6.43e-05  2.89e+03 
139500| 1.06e+03  4.70e-05  1.19e+03 -1.02e+09  6.43e-05  2.90e+03 
139750| 1.06e+03  4.62e-05  1.16e+03 -1.02e+09  6.43e-05  2.90e+03 
140000| 1.06e+03  4.61e-05  1.17e+03 -1.02e+09  6.43e-05  2.90e+03 
140250| 1.06e+03  4.59e-05  1.17e+03 -1.02e+09  6.43e-05  2.91e+03 
140500| 1.06e+03  4.64e-05  1.18e+03 -1.02e+09  6.43e-05  2.91e+03 
140750| 1.06e+03  4.62e-05  1.17e+03 -1.02e+09  6.43e-05  2.91e+03 
141000| 1.06e+03  4.62e-05  1.19e+03 -1.01e+09  6.43e-05  2.92e+03 
141250| 1.06e+03  4.56e-05  1.17e+03 -1.01e+09  6.43e-05  2.92e+03 
141500| 8.72e+05  7.93e+01  1.48e+04 -9.08e+08  6.43e-05  2.93e+03 
141750| 1.05e+03  4.52e-05  1.15e+03 -1.01e+09  6.43e-05  2.93e+03 
142000| 1.05e+03  4.58e-05  1.15e+03 -1.01e+09  6.43e-05  2.93e+03 
142250| 1.05e+03  4.51e-05  1.14e+03 -1.01e+09  6.43e-05  2.94e+03 
142500| 1.05e+03  4.54e-05  1.14e+03 -1.01e+09  6.43e-05  2.94e+03 
142750| 1.05e+03  4.55e-05  1.16e+03 -1.01e+09  6.43e-05  2.94e+03 
143000| 1.05e+03  4.54e-05  1.16e+03 -1.01e+09  6.43e-05  2.95e+03 
143250| 1.05e+03  4.51e-05  1.13e+03 -1.01e+09  6.43e-05  2.95e+03 
143500| 1.05e+03  4.53e-05  1.14e+03 -1.01e+09  6.43e-05  2.96e+03 
143750| 1.05e+03  4.53e-05  1.13e+03 -1.01e+09  6.43e-05  2.96e+03 
144000| 1.05e+03  4.47e-05  1.14e+03 -1.01e+09  6.43e-05  2.96e+03 
144250| 5.57e+07  5.07e+03  7.76e+04 -1.52e+09  6.43e-05  2.97e+03 
144500| 1.04e+03  4.52e-05  1.12e+03 -1.01e+09  6.43e-05  2.97e+03 
144750| 1.04e+03  4.47e-05  1.13e+03 -1.01e+09  6.43e-05  2.98e+03 
145000| 1.04e+03  4.45e-05  1.13e+03 -1.01e+09  6.43e-05  2.98e+03 
145250| 1.04e+03  4.44e-05  1.12e+03 -1.01e+09  6.43e-05  2.98e+03 
145500| 1.04e+03  4.44e-05  1.13e+03 -1.01e+09  6.43e-05  2.99e+03 
145750| 1.04e+03  4.45e-05  1.13e+03 -1.01e+09  6.43e-05  2.99e+03 
146000| 1.04e+03  4.42e-05  1.12e+03 -1.01e+09  6.43e-05  2.99e+03 
146250| 1.04e+03  4.41e-05  1.12e+03 -1.01e+09  6.43e-05  3.00e+03 
146500| 1.04e+03  4.40e-05  1.11e+03 -1.01e+09  6.43e-05  3.00e+03 
146750| 1.03e+03  4.39e-05  1.12e+03 -1.01e+09  6.43e-05  3.01e+03 
147000| 2.06e+05  1.87e+01  1.32e+04 -9.58e+08  6.43e-05  3.01e+03 
147250| 1.03e+03  4.36e-05  1.10e+03 -1.01e+09  6.43e-05  3.01e+03 
147500| 1.03e+03  4.38e-05  1.11e+03 -1.01e+09  6.43e-05  3.02e+03 
147750| 1.03e+03  4.36e-05  1.09e+03 -1.01e+09  6.43e-05  3.02e+03 
148000| 1.03e+03  4.31e-05  1.07e+03 -1.01e+09  6.43e-05  3.02e+03 
148250| 1.03e+03  4.38e-05  1.10e+03 -1.00e+09  6.43e-05  3.03e+03 
148500| 1.03e+03  4.36e-05  1.08e+03 -1.00e+09  6.43e-05  3.03e+03 
148750| 1.03e+03  4.34e-05  1.09e+03 -1.00e+09  6.43e-05  3.04e+03 
149000| 1.03e+03  4.34e-05  1.10e+03 -1.00e+09  6.43e-05  3.04e+03 
149250| 1.02e+03  4.30e-05  1.08e+03 -1.00e+09  6.43e-05  3.04e+03 
149500| 1.02e+03  4.25e-05  1.07e+03 -1.00e+09  6.43e-05  3.05e+03 
149750| 4.60e+05  4.18e+01  1.11e+04 -9.29e+08  6.43e-05  3.05e+03 
150000| 1.02e+03  4.26e-05  1.06e+03 -1.00e+09  6.43e-05  3.06e+03 
150250| 1.02e+03  4.28e-05  1.07e+03 -1.00e+09  6.43e-05  3.06e+03 
150500| 1.02e+03  4.29e-05  1.08e+03 -1.00e+09  6.43e-05  3.06e+03 
150750| 1.02e+03  4.23e-05  1.06e+03 -1.00e+09  6.43e-05  3.07e+03 
151000| 1.02e+03  4.27e-05  1.08e+03 -1.00e+09  6.43e-05  3.07e+03 
151250| 1.02e+03  4.25e-05  1.05e+03 -1.00e+09  6.43e-05  3.07e+03 
151500| 1.02e+03  4.29e-05  1.05e+03 -1.00e+09  6.43e-05  3.08e+03 
151750| 1.02e+03  4.21e-05  1.05e+03 -1.00e+09  6.43e-05  3.08e+03 
152000| 1.01e+03  4.19e-05  1.04e+03 -1.00e+09  6.43e-05  3.09e+03 
152250| 1.01e+03  4.24e-05  1.06e+03 -9.99e+08  6.43e-05  3.09e+03 
152500| 2.00e+04  1.82e+00  7.17e+03 -1.01e+09  6.43e-05  3.09e+03 
152750| 1.01e+03  4.20e-05  1.05e+03 -9.98e+08  6.43e-05  3.10e+03 
153000| 1.01e+03  4.20e-05  1.05e+03 -9.98e+08  6.43e-05  3.10e+03 
153250| 1.01e+03  4.15e-05  1.04e+03 -9.98e+08  6.43e-05  3.11e+03 
153500| 1.01e+03  4.15e-05  1.05e+03 -9.97e+08  6.43e-05  3.11e+03 
153750| 1.01e+03  4.18e-05  1.05e+03 -9.97e+08  6.43e-05  3.11e+03 
154000| 1.01e+03  4.10e-05  1.01e+03 -9.97e+08  6.43e-05  3.12e+03 
154250| 1.01e+03  4.12e-05  1.03e+03 -9.96e+08  6.43e-05  3.12e+03 
154500| 1.01e+03  4.11e-05  1.03e+03 -9.96e+08  6.43e-05  3.12e+03 
154750| 1.00e+03  4.14e-05  1.01e+03 -9.96e+08  6.43e-05  3.13e+03 
155000| 1.00e+03  4.07e-05  1.02e+03 -9.95e+08  6.43e-05  3.13e+03 
155250| 3.33e+07  2.14e+03  1.02e+04 -7.17e+08  6.43e-05  3.14e+03 
155500| 1.00e+03  4.07e-05  1.02e+03 -9.95e+08  6.43e-05  3.14e+03 
155750| 1.00e+03  4.15e-05  1.04e+03 -9.94e+08  6.43e-05  3.14e+03 
156000| 1.00e+03  4.10e-05  1.03e+03 -9.94e+08  6.43e-05  3.15e+03 
156250| 9.99e+02  4.05e-05  1.01e+03 -9.94e+08  6.43e-05  3.15e+03 
156500| 9.98e+02  4.07e-05  1.03e+03 -9.93e+08  6.43e-05  3.16e+03 
156750| 9.97e+02  4.07e-05  1.02e+03 -9.93e+08  6.43e-05  3.16e+03 
157000| 9.96e+02  4.03e-05  1.01e+03 -9.93e+08  6.43e-05  3.16e+03 
157250| 9.96e+02  4.06e-05  1.03e+03 -9.92e+08  6.43e-05  3.17e+03 
157500| 9.95e+02  3.98e-05  9.99e+02 -9.92e+08  6.43e-05  3.17e+03 
157750| 9.94e+02  4.03e-05  9.95e+02 -9.92e+08  6.43e-05  3.17e+03 
158000| 3.71e+05  3.37e+01  2.76e+03 -9.27e+08  6.43e-05  3.18e+03 
158250| 9.92e+02  3.97e-05  1.00e+03 -9.91e+08  6.43e-05  3.18e+03 
158500| 9.91e+02  3.97e-05  9.86e+02 -9.91e+08  6.43e-05  3.19e+03 
158750| 9.90e+02  3.98e-05  9.72e+02 -9.91e+08  6.43e-05  3.19e+03 
159000| 9.89e+02  4.00e-05  9.80e+02 -9.90e+08  6.43e-05  3.19e+03 
159250| 9.89e+02  3.99e-05  1.00e+03 -9.90e+08  6.43e-05  3.20e+03 
159500| 9.88e+02  3.94e-05  9.84e+02 -9.90e+08  6.43e-05  3.20e+03 
159750| 9.87e+02  3.93e-05  9.84e+02 -9.89e+08  6.43e-05  3.20e+03 
160000| 9.86e+02  3.97e-05  9.91e+02 -9.89e+08  6.43e-05  3.21e+03 
160250| 9.85e+02  3.93e-05  9.94e+02 -9.89e+08  6.43e-05  3.21e+03 
160500| 9.84e+02  3.96e-05  9.73e+02 -9.88e+08  6.43e-05  3.22e+03 
160750| 5.81e+07  3.74e+03  1.05e+04 -6.39e+08  6.43e-05  3.22e+03 
161000| 9.82e+02  3.94e-05  9.78e+02 -9.88e+08  6.43e-05  3.22e+03 
161250| 9.82e+02  3.88e-05  9.64e+02 -9.87e+08  6.43e-05  3.23e+03 
161500| 9.81e+02  3.94e-05  9.86e+02 -9.87e+08  6.43e-05  3.23e+03 
161750| 9.80e+02  3.88e-05  9.65e+02 -9.87e+08  6.43e-05  3.24e+03 
162000| 9.79e+02  3.86e-05  9.61e+02 -9.86e+08  6.43e-05  3.24e+03 
162250| 9.78e+02  3.91e-05  9.80e+02 -9.86e+08  6.43e-05  3.24e+03 
162500| 9.77e+02  3.87e-05  9.65e+02 -9.86e+08  6.43e-05  3.25e+03 
162750| 9.76e+02  3.85e-05  9.68e+02 -9.85e+08  6.43e-05  3.25e+03 
163000| 9.75e+02  3.82e-05  9.50e+02 -9.85e+08  6.43e-05  3.25e+03 
163250| 9.75e+02  3.86e-05  9.59e+02 -9.85e+08  6.43e-05  3.26e+03 
163500| 1.96e+07  1.26e+03  8.17e+03 -7.64e+08  6.43e-05  3.26e+03 
163750| 9.73e+02  3.84e-05  9.52e+02 -9.84e+08  6.43e-05  3.27e+03 
164000| 9.72e+02  3.82e-05  9.46e+02 -9.84e+08  6.43e-05  3.27e+03 
164250| 9.71e+02  3.83e-05  9.42e+02 -9.83e+08  6.43e-05  3.27e+03 
164500| 9.70e+02  3.83e-05  9.54e+02 -9.83e+08  6.43e-05  3.28e+03 
164750| 9.70e+02  3.80e-05  9.44e+02 -9.83e+08  6.43e-05  3.28e+03 
165000| 9.69e+02  3.79e-05  9.35e+02 -9.83e+08  6.43e-05  3.28e+03 
165250| 9.68e+02  3.77e-05  9.36e+02 -9.82e+08  6.43e-05  3.29e+03 
165500| 9.67e+02  3.75e-05  9.27e+02 -9.82e+08  6.43e-05  3.29e+03 
165750| 9.66e+02  3.78e-05  9.32e+02 -9.82e+08  6.43e-05  3.30e+03 
166000| 9.65e+02  3.72e-05  9.21e+02 -9.81e+08  6.43e-05  3.30e+03 
166250| 8.21e+05  7.47e+01  1.49e+04 -8.88e+08  6.43e-05  3.30e+03 
166500| 9.64e+02  3.78e-05  9.18e+02 -9.81e+08  6.43e-05  3.31e+03 
166750| 9.63e+02  3.70e-05  9.14e+02 -9.80e+08  6.43e-05  3.31e+03 
167000| 9.62e+02  3.72e-05  9.18e+02 -9.80e+08  6.43e-05  3.32e+03 
167250| 9.61e+02  3.76e-05  9.17e+02 -9.80e+08  6.43e-05  3.32e+03 
167500| 9.60e+02  3.70e-05  9.17e+02 -9.79e+08  6.43e-05  3.32e+03 
167750| 9.59e+02  3.69e-05  9.10e+02 -9.79e+08  6.43e-05  3.33e+03 
168000| 9.59e+02  3.65e-05  9.01e+02 -9.79e+08  6.43e-05  3.33e+03 
168250| 9.58e+02  3.70e-05  8.98e+02 -9.78e+08  6.43e-05  3.33e+03 
168500| 9.57e+02  3.70e-05  9.10e+02 -9.78e+08  6.43e-05  3.34e+03 
168750| 9.56e+02  3.62e-05  8.94e+02 -9.78e+08  6.43e-05  3.34e+03 
169000| 7.52e+07  4.83e+03  1.45e+03 -5.87e+08  6.43e-05  3.35e+03 
169250| 9.54e+02  3.62e-05  9.04e+02 -9.77e+08  6.43e-05  3.35e+03 
169500| 9.54e+02  3.64e-05  8.94e+02 -9.77e+08  6.43e-05  3.35e+03 
169750| 9.53e+02  3.65e-05  8.92e+02 -9.77e+08  6.43e-05  3.36e+03 
170000| 9.52e+02  3.65e-05  8.93e+02 -9.76e+08  6.43e-05  3.36e+03 
170250| 9.51e+02  3.66e-05  9.00e+02 -9.76e+08  6.43e-05  3.37e+03 
170500| 9.50e+02  3.59e-05  8.85e+02 -9.76e+08  6.43e-05  3.37e+03 
170750| 9.50e+02  3.62e-05  8.91e+02 -9.75e+08  6.43e-05  3.37e+03 
171000| 9.49e+02  3.60e-05  8.74e+02 -9.75e+08  6.43e-05  3.38e+03 
171250| 9.48e+02  3.61e-05  8.88e+02 -9.75e+08  6.43e-05  3.38e+03 
171500| 9.47e+02  3.61e-05  8.84e+02 -9.74e+08  6.43e-05  3.38e+03 
171750| 1.06e+07  6.83e+02  4.05e+03 -8.00e+08  6.43e-05  3.39e+03 
172000| 9.46e+02  3.55e-05  8.76e+02 -9.74e+08  6.43e-05  3.39e+03 
172250| 9.45e+02  3.57e-05  8.71e+02 -9.74e+08  6.43e-05  3.40e+03 
172500| 9.44e+02  3.56e-05  8.82e+02 -9.73e+08  6.43e-05  3.40e+03 
172750| 9.43e+02  3.61e-05  8.89e+02 -9.73e+08  6.43e-05  3.40e+03 
173000| 9.42e+02  3.54e-05  8.64e+02 -9.73e+08  6.43e-05  3.41e+03 
173250| 9.41e+02  3.51e-05  8.57e+02 -9.72e+08  6.43e-05  3.41e+03 
173500| 9.41e+02  3.55e-05  8.88e+02 -9.72e+08  6.43e-05  3.41e+03 
173750| 9.40e+02  3.57e-05  8.69e+02 -9.72e+08  6.43e-05  3.42e+03 
174000| 9.39e+02  3.50e-05  8.58e+02 -9.71e+08  6.43e-05  3.42e+03 
174250| 9.38e+02  3.48e-05  8.45e+02 -9.71e+08  6.43e-05  3.43e+03 
174500| 2.39e+06  2.18e+02  1.64e+04 -8.52e+08  6.43e-05  3.43e+03 
174750| 9.37e+02  3.52e-05  8.54e+02 -9.71e+08  6.43e-05  3.43e+03 
175000| 9.36e+02  3.47e-05  8.57e+02 -9.70e+08  6.43e-05  3.44e+03 
175250| 9.35e+02  3.49e-05  8.51e+02 -9.70e+08  6.43e-05  3.44e+03 
175500| 9.34e+02  3.42e-05  8.43e+02 -9.70e+08  6.43e-05  3.45e+03 
175750| 9.34e+02  3.40e-05  8.33e+02 -9.69e+08  6.43e-05  3.45e+03 
176000| 9.33e+02  3.50e-05  8.55e+02 -9.69e+08  6.43e-05  3.45e+03 
176250| 9.32e+02  3.47e-05  8.49e+02 -9.69e+08  6.43e-05  3.46e+03 
176500| 9.31e+02  3.46e-05  8.47e+02 -9.69e+08  6.43e-05  3.46e+03 
176750| 9.30e+02  3.42e-05  8.21e+02 -9.68e+08  6.43e-05  3.46e+03 
177000| 9.30e+02  3.44e-05  8.56e+02 -9.68e+08  6.43e-05  3.47e+03 
177250| 1.08e+03  9.79e-02  3.13e+04 -9.68e+08  6.43e-05  3.47e+03 
177500| 9.28e+02  3.45e-05  8.18e+02 -9.67e+08  6.43e-05  3.48e+03 
177750| 9.27e+02  3.39e-05  8.18e+02 -9.67e+08  6.43e-05  3.48e+03 
178000| 9.26e+02  3.41e-05  8.29e+02 -9.67e+08  6.43e-05  3.48e+03 
178250| 9.26e+02  3.41e-05  8.34e+02 -9.66e+08  6.43e-05  3.49e+03 
178500| 9.25e+02  3.42e-05  8.27e+02 -9.66e+08  6.43e-05  3.49e+03 
178750| 9.24e+02  3.42e-05  8.33e+02 -9.66e+08  6.43e-05  3.49e+03 
179000| 9.23e+02  3.37e-05  8.22e+02 -9.66e+08  6.43e-05  3.50e+03 
179250| 9.23e+02  3.33e-05  8.01e+02 -9.65e+08  6.43e-05  3.50e+03 
179500| 9.22e+02  3.35e-05  8.09e+02 -9.65e+08  6.43e-05  3.51e+03 
179750| 9.21e+02  3.38e-05  8.17e+02 -9.65e+08  6.43e-05  3.51e+03 
180000| 1.52e+03  1.33e-01  2.03e+02 -9.61e+08  6.43e-05  3.51e+03 
180250| 9.20e+02  3.36e-05  8.13e+02 -9.64e+08  6.43e-05  3.52e+03 
180500| 9.19e+02  3.34e-05  8.12e+02 -9.64e+08  6.43e-05  3.52e+03 
180750| 9.18e+02  3.33e-05  8.01e+02 -9.64e+08  6.43e-05  3.53e+03 
181000| 9.17e+02  3.34e-05  8.15e+02 -9.63e+08  6.43e-05  3.53e+03 
181250| 9.16e+02  3.34e-05  8.02e+02 -9.63e+08  6.43e-05  3.53e+03 
181500| 9.16e+02  3.30e-05  8.08e+02 -9.63e+08  6.43e-05  3.54e+03 
181750| 9.15e+02  3.32e-05  8.08e+02 -9.62e+08  6.43e-05  3.54e+03 
182000| 9.14e+02  3.29e-05  7.97e+02 -9.62e+08  6.43e-05  3.54e+03 
182250| 9.13e+02  3.29e-05  8.07e+02 -9.62e+08  6.43e-05  3.55e+03 
182500| 9.13e+02  3.27e-05  7.93e+02 -9.62e+08  6.43e-05  3.55e+03 
182750| 9.40e+03  8.43e-01  4.16e+03 -9.52e+08  6.43e-05  3.56e+03 
183000| 9.11e+02  3.27e-05  8.05e+02 -9.61e+08  6.43e-05  3.56e+03 
183250| 9.10e+02  3.24e-05  8.00e+02 -9.61e+08  6.43e-05  3.56e+03 
183500| 9.10e+02  3.29e-05  7.85e+02 -9.60e+08  6.43e-05  3.57e+03 
183750| 9.09e+02  3.26e-05  7.93e+02 -9.60e+08  6.43e-05  3.57e+03 
184000| 9.08e+02  3.25e-05  7.83e+02 -9.60e+08  6.43e-05  3.57e+03 
184250| 9.07e+02  3.26e-05  8.05e+02 -9.60e+08  6.43e-05  3.58e+03 
184500| 9.07e+02  3.26e-05  7.77e+02 -9.59e+08  6.43e-05  3.58e+03 
184750| 9.06e+02  3.22e-05  7.87e+02 -9.59e+08  6.43e-05  3.59e+03 
185000| 9.05e+02  3.26e-05  7.92e+02 -9.59e+08  6.43e-05  3.59e+03 
185250| 9.04e+02  3.22e-05  7.48e+02 -9.58e+08  6.43e-05  3.59e+03 
185500| 9.03e+04  8.21e+00  1.65e+04 -9.88e+08  6.43e-05  3.60e+03 
185750| 9.03e+02  3.23e-05  7.58e+02 -9.58e+08  6.43e-05  3.60e+03 
186000| 9.02e+02  3.19e-05  7.71e+02 -9.58e+08  6.43e-05  3.61e+03 
186250| 9.01e+02  3.22e-05  7.70e+02 -9.57e+08  6.43e-05  3.61e+03 
186500| 9.01e+02  3.20e-05  7.71e+02 -9.57e+08  6.43e-05  3.61e+03 
186750| 9.00e+02  3.16e-05  7.52e+02 -9.57e+08  6.43e-05  3.62e+03 
187000| 8.99e+02  3.16e-05  7.59e+02 -9.57e+08  6.43e-05  3.62e+03 
187250| 8.98e+02  3.16e-05  7.78e+02 -9.56e+08  6.43e-05  3.62e+03 
187500| 8.98e+02  3.18e-05  7.55e+02 -9.56e+08  6.43e-05  3.63e+03 
187750| 8.97e+02  3.13e-05  7.68e+02 -9.56e+08  6.43e-05  3.63e+03 
188000| 8.96e+02  3.13e-05  7.60e+02 -9.55e+08  6.43e-05  3.64e+03 
188250| 1.44e+05  1.31e+01  3.71e+03 -9.23e+08  6.43e-05  3.64e+03 
188500| 8.95e+02  3.10e-05  7.43e+02 -9.55e+08  6.43e-05  3.64e+03 
188750| 8.94e+02  3.14e-05  7.46e+02 -9.55e+08  6.43e-05  3.65e+03 
189000| 8.93e+02  3.11e-05  7.42e+02 -9.54e+08  6.43e-05  3.65e+03 
189250| 8.93e+02  3.09e-05  7.49e+02 -9.54e+08  6.43e-05  3.65e+03 
189500| 8.92e+02  3.09e-05  7.32e+02 -9.54e+08  6.43e-05  3.66e+03 
189750| 8.91e+02  3.13e-05  7.38e+02 -9.54e+08  6.43e-05  3.66e+03 
190000| 8.90e+02  3.10e-05  7.32e+02 -9.53e+08  6.43e-05  3.67e+03 
190250| 8.90e+02  3.09e-05  7.46e+02 -9.53e+08  6.43e-05  3.67e+03 
190500| 8.89e+02  3.08e-05  7.52e+02 -9.53e+08  6.43e-05  3.67e+03 
190750| 8.88e+02  3.06e-05  7.32e+02 -9.52e+08  6.43e-05  3.68e+03 
191000| 5.07e+06  4.05e+02  2.56e+04 -8.22e+08  6.43e-05  3.68e+03 
191250| 8.87e+02  3.10e-05  7.38e+02 -9.52e+08  6.43e-05  3.69e+03 
191500| 8.86e+02  3.05e-05  7.31e+02 -9.52e+08  6.43e-05  3.69e+03 
191750| 8.85e+02  2.99e-05  7.29e+02 -9.51e+08  6.43e-05  3.69e+03 
192000| 8.85e+02  3.06e-05  7.49e+02 -9.51e+08  6.43e-05  3.70e+03 
192250| 8.84e+02  3.05e-05  7.35e+02 -9.51e+08  6.43e-05  3.70e+03 
192500| 8.83e+02  3.02e-05  7.34e+02 -9.51e+08  6.43e-05  3.70e+03 
192750| 8.83e+02  3.05e-05  7.34e+02 -9.50e+08  6.43e-05  3.71e+03 
193000| 8.82e+02  3.02e-05  7.37e+02 -9.50e+08  6.43e-05  3.71e+03 
193250| 8.81e+02  2.96e-05  7.22e+02 -9.50e+08  6.43e-05  3.72e+03 
193500| 8.80e+02  3.05e-05  7.35e+02 -9.49e+08  6.43e-05  3.72e+03 
193750| 1.75e+06  1.59e+02  2.01e+04 -8.53e+08  6.43e-05  3.72e+03 
194000| 8.79e+02  3.03e-05  7.30e+02 -9.49e+08  6.43e-05  3.73e+03 
194250| 8.78e+02  2.97e-05  7.12e+02 -9.49e+08  6.43e-05  3.73e+03 
194500| 8.78e+02  3.00e-05  7.11e+02 -9.48e+08  6.43e-05  3.74e+03 
194750| 8.77e+02  3.00e-05  7.15e+02 -9.48e+08  6.43e-05  3.74e+03 
195000| 8.76e+02  2.96e-05  7.10e+02 -9.48e+08  6.43e-05  3.74e+03 
195250| 8.76e+02  2.99e-05  7.10e+02 -9.48e+08  6.43e-05  3.75e+03 
195500| 8.75e+02  3.00e-05  7.12e+02 -9.47e+08  6.43e-05  3.75e+03 
195750| 8.74e+02  2.91e-05  7.01e+02 -9.47e+08  6.43e-05  3.75e+03 
196000| 8.73e+02  2.95e-05  7.03e+02 -9.47e+08  6.43e-05  3.76e+03 
196250| 8.73e+02  2.90e-05  7.08e+02 -9.47e+08  6.43e-05  3.76e+03 
196500| 9.76e+05  8.87e+01  1.12e+04 -8.68e+08  6.43e-05  3.77e+03 
196750| 8.71e+02  2.90e-05  6.89e+02 -9.46e+08  6.43e-05  3.77e+03 
197000| 8.71e+02  2.87e-05  6.93e+02 -9.46e+08  6.43e-05  3.77e+03 
197250| 8.70e+02  2.91e-05  6.87e+02 -9.45e+08  6.43e-05  3.78e+03 
197500| 8.69e+02  2.92e-05  6.82e+02 -9.45e+08  6.43e-05  3.78e+03 
197750| 8.69e+02  2.87e-05  6.80e+02 -9.45e+08  6.43e-05  3.79e+03 
198000| 8.68e+02  2.87e-05  6.75e+02 -9.45e+08  6.43e-05  3.79e+03 
198250| 8.67e+02  2.92e-05  6.83e+02 -9.44e+08  6.43e-05  3.79e+03 
198500| 8.66e+02  2.87e-05  6.87e+02 -9.44e+08  6.43e-05  3.80e+03 
198750| 8.66e+02  2.93e-05  6.85e+02 -9.44e+08  6.43e-05  3.80e+03 
199000| 8.65e+02  2.89e-05  6.73e+02 -9.44e+08  6.43e-05  3.80e+03 
199250| 3.75e+05  3.41e+01  9.82e+03 -8.94e+08  6.43e-05  3.81e+03 
199500| 8.64e+02  3.64e-05  6.78e+02 -9.43e+08  6.43e-05  3.81e+03 
199750| 8.63e+02  2.91e-05  6.80e+02 -9.43e+08  6.43e-05  3.82e+03 
200000| 8.62e+02  2.86e-05  6.80e+02 -9.43e+08  6.43e-05  3.82e+03 
200250| 8.62e+02  2.88e-05  6.72e+02 -9.42e+08  6.43e-05  3.82e+03 
200500| 8.61e+02  2.81e-05  6.61e+02 -9.42e+08  6.43e-05  3.83e+03 
200750| 8.60e+02  2.86e-05  6.71e+02 -9.42e+08  6.43e-05  3.83e+03 
201000| 8.60e+02  2.78e-05  6.62e+02 -9.42e+08  6.43e-05  3.84e+03 
201250| 8.59e+02  2.82e-05  6.64e+02 -9.41e+08  6.43e-05  3.84e+03 
201500| 8.58e+02  2.78e-05  6.42e+02 -9.41e+08  6.43e-05  3.84e+03 
201750| 8.58e+02  2.77e-05  6.70e+02 -9.41e+08  6.43e-05  3.85e+03 
202000| 5.80e+04  5.26e+00  1.11e+04 -9.65e+08  6.43e-05  3.85e+03 
202250| 8.56e+02  2.79e-05  6.66e+02 -9.40e+08  6.43e-05  3.85e+03 
202500| 8.56e+02  2.81e-05  6.66e+02 -9.40e+08  6.43e-05  3.86e+03 
202750| 8.55e+02  2.82e-05  6.55e+02 -9.40e+08  6.43e-05  3.86e+03 
203000| 8.54e+02  2.81e-05  6.63e+02 -9.40e+08  6.43e-05  3.87e+03 
203250| 8.54e+02  2.82e-05  6.58e+02 -9.39e+08  6.43e-05  3.87e+03 
203500| 8.53e+02  2.80e-05  6.42e+02 -9.39e+08  6.43e-05  3.87e+03 
203750| 8.52e+02  2.78e-05  6.53e+02 -9.39e+08  6.43e-05  3.88e+03 
204000| 8.52e+02  2.73e-05  6.37e+02 -9.39e+08  6.43e-05  3.88e+03 
204250| 8.51e+02  2.76e-05  6.41e+02 -9.38e+08  6.43e-05  3.88e+03 
204500| 8.50e+02  2.75e-05  6.45e+02 -9.38e+08  6.43e-05  3.89e+03 
204750| 1.00e+05  9.07e+00  1.61e+04 -9.70e+08  6.43e-05  3.89e+03 
205000| 8.49e+02  2.76e-05  6.46e+02 -9.38e+08  6.43e-05  3.90e+03 
205250| 8.48e+02  2.72e-05  6.29e+02 -9.37e+08  6.43e-05  3.90e+03 
205500| 8.48e+02  2.75e-05  6.58e+02 -9.37e+08  6.43e-05  3.90e+03 
205750| 8.47e+02  2.74e-05  6.26e+02 -9.37e+08  6.43e-05  3.91e+03 
206000| 8.46e+02  2.71e-05  6.44e+02 -9.37e+08  6.43e-05  3.91e+03 
206250| 8.46e+02  2.70e-05  6.39e+02 -9.36e+08  6.43e-05  3.92e+03 
206500| 8.45e+02  2.71e-05  6.23e+02 -9.36e+08  6.43e-05  3.92e+03 
206750| 8.44e+02  2.73e-05  6.27e+02 -9.36e+08  6.43e-05  3.92e+03 
207000| 8.44e+02  2.68e-05  6.22e+02 -9.36e+08  6.43e-05  3.93e+03 
207250| 8.43e+02  2.73e-05  6.33e+02 -9.35e+08  6.43e-05  3.93e+03 
207500| 1.78e+05  1.62e+01  1.94e+04 -9.79e+08  6.43e-05  3.93e+03 
207750| 8.42e+02  2.68e-05  6.26e+02 -9.35e+08  6.43e-05  3.94e+03 
208000| 8.41e+02  2.69e-05  6.46e+02 -9.35e+08  6.43e-05  3.94e+03 
208250| 8.40e+02  2.66e-05  6.17e+02 -9.34e+08  6.43e-05  3.95e+03 
208500| 8.40e+02  2.68e-05  6.29e+02 -9.34e+08  6.43e-05  3.95e+03 
208750| 8.39e+02  2.63e-05  6.22e+02 -9.34e+08  6.43e-05  3.95e+03 
209000| 8.38e+02  2.62e-05  6.10e+02 -9.34e+08  6.43e-05  3.96e+03 
209250| 8.38e+02  2.66e-05  6.29e+02 -9.33e+08  6.43e-05  3.96e+03 
209500| 8.37e+02  2.67e-05  6.22e+02 -9.33e+08  6.43e-05  3.96e+03 
209750| 8.37e+02  2.62e-05  6.13e+02 -9.33e+08  6.43e-05  3.97e+03 
210000| 8.36e+02  2.62e-05  6.06e+02 -9.33e+08  6.43e-05  3.97e+03 
